sample_id,text,word_count
wt_7062,"After trucks became popular in the 1910s , the Omaha Stockyards grew exponentially . Cattle , hogs and sheep were shipped cheaper by truck than by trains . In 1919 27 % of livestock at the Stockyards was shipped by truck ; by 1940 's it rose to over 75 % . In 1955 the Stockyards became the biggest livestock distribution center in the United States , and almost all of the cattle was shipped by truck .",78
wt_7063,"Flower Fairies of the Winter ; Blackie , 1985",9
wt_7064,"The west part of the Strand was in the parish of St Martin in the Fields and in the east it extended into the parishes of St Clement Danes and St Mary le Strand . Most of its length was in the Liberty of Westminster , although part of the eastern section in St Clement Danes was in the Ossulstone hundred of Middlesex . The precinct of the Savoy , located approximately where the approach to Waterloo Bridge is now , had the Strand as its northern boundary . All of these parishes and places became part of the Strand District in 1855 , except St Martin in the Fields which was governed separately . The Strand District Board of Works was based at No. 22 , Tavistock Street . Strand District was abolished in October 1900 and became part of the Metropolitan Borough of Westminster .",147
wt_7065,"The Civic Centre tower is the Metropolitan Borough of Oldham 's centre of local governance . The 15 @-@ storey white @-@ brick building has housed the vast majority of the local government 's offices since its completion in 1977 . Standing at the summit of the town , the tower stands over 200 feet ( 61 m ) high . It was designed by Cecil Howitt & Partners , and the topping out ceremony was held on 18 June 1976 . The Civic Centre can be seen as far away as Salford , Trafford , Wythenshawe and Winter Hill in Lancashire , and offers panoramic views across the city of Manchester and the Cheshire Plain .",117
wt_7066,"By lap 20 , Sebastian Vettel was closing the gap to the two Red Bulls ahead of him , coming within three second of Verstappen . On lap 22 , Nico Hülkenberg retired when his power unit caught fire and he had to stop on the sidelines . While Massa had fought from 18th on the grid into tenth , his teammate Bottas was lying fifth by lap 25 , ahead of Sainz . On lap 28 , Ricciardo was again the first of the front runners to pit , taking on the soft compound . Vettel came in two laps later , making the same choice in tyres . This left Verstappen to lead Kimi Räikkönen , as it emerged that both would run on a different strategy , pitting only twice in contrast to the three stopping Vettel and Ricciardo . On lap 34 , the gap between the two leaders was 2 @.@ 1 seconds , before Verstappen came in on the following lap . Räikkönen responded one lap later , emerging behind Verstappen . On lap 39 , Vettel came in for his third and final stop , while Ricciardo stayed out for another four laps . When he returned to the track , he was behind Vettel , but on fresher tyres .",218
wt_7067,"From September to November 2008 , Fey made multiple guest appearances on SNL to perform a series of parodies of Republican vice @-@ presidential candidate Sarah Palin . On the 34th season premiere episode , aired September 13 , 2008 , Fey imitated Palin in a sketch , alongside Amy Poehler as Hillary Clinton . Their repartee included Clinton needling Palin about her "" Tina Fey glasses "" . The sketch quickly became NBC 's most @-@ watched viral video ever , with 5 @.@ 7 million views by the following Wednesday . Fey reprised this role on the October 4 show , on the October 18 show where she was joined by the real Sarah Palin , and on the November 1 show , where she was joined by John McCain and his wife Cindy . The October 18 show had the best ratings of any SNL show since 1994 . The following year Fey won an Emmy in the category of Outstanding Guest Actress in a Comedy Series for her impersonation of Palin . Fey returned to SNL in April 2010 , and reprised her impression of Palin in one sketch titled the "" Sarah Palin Network "" . Fey once again did her impression of Palin when she hosted Saturday Night Live on May 8 , 2011 .",221
wt_7068,"Hakim was born in Kuala Tungkal , Jambi on 25 December 1956 , but grew up in Yogyakarta . She is of mixed descent , with her relatives coming from Padang , Aceh , Banten , Pekalongan , Madiun , and the Middle East ; this caused her to question her identity as a child and teenager . Despite being devout Muslims , her parents named her Christine and Natalia because she was born on Christmas Day .",78
wt_7069,"Jordan also has been associated with the Looney Tunes cartoon characters . A Nike commercial shown during 1992 's Super Bowl XXVI featured Jordan and Bugs Bunny playing basketball . The Super Bowl commercial inspired the 1996 live action / animated film Space Jam , which starred Jordan and Bugs in a fictional story set during the former 's first retirement from basketball . They have subsequently appeared together in several commercials for MCI . Jordan also made an appearance in the music video of Michael Jackson 's "" Jam "" ( 1992 ) .",95
wt_7070,"Jack questions Owen about Gwen and Rhys , and he states that Rhys ' mother Brenda ( Nerys Hughes ) is with them . Tosh mentions that she saw Brenda with Gwen 's mother Mary in the garden . Tosh and Jack rush to the couple 's room , where Jack identifies Brenda as an alien and calls her an "" ugly bitch "" . After Brenda protests her innocence and Rhys punches Jack , Gwen states that Rhys ' mother is not the shapeshifter as Brenda wears a distinctive perfume . Torchwood reach the garden to find the Nostrovite , in Brenda 's image , with Mary . The alien holds Mary hostage , demanding that Gwen give her her child . Gwen walks towards them and as the Nostrovite releases Mary , Gwen reveals a hidden gun in her wedding bouquet and fires at the creature . Owen suggests using a piece of alien equipment called the singularity scalpel to destroy the alien fetus . He sends Gwen to her room and teaches Rhys how to use the scalpel ; Owen cannot use it himself due to injuries sustained in his undead state . Gwen is approached by Jack and reveals to him that she would have married Rhys a long time ago if she had not met him . She leans in as he appears to be ready to kiss her but he reveals himself to be the Nostrovite . Owen enters , shooting the creature whilst Gwen exits with Rhys . The Nostrovite , still in Jack 's form , attempts to attack Owen only to be repelled by the fact he is dead .",279
wt_7071,"Under CAA and EASA rules , all aircraft are required to meet certain standards of airworthiness to fly safely and legally . Aircraft that meet these standards are issued with a Certificate of Airworthiness . However , British @-@ registered aircraft which are excluded from the scope of EASA , and which cannot satisfy the requirements for the issue of a Certificate of Airworthiness , may be issued with a Permit to Fly . This allows them to fly in UK airspace subject to certain limitations , for example being restricted to day @-@ time flights under visual flight rules only . A number of organisations ( e.g. the British Microlight Aircraft Association and the Light Aircraft Association ) have obtained a standing over @-@ flight permission for Permit to Fly aircraft within their area of interest with some European countries , notably France . Permits are typically issued to vintage and historic aircraft , amateur built aircraft , and microlights .",162
wt_7072,"On February 1 in New Hampshire , Nixon announced his candidacy for the Republican nomination , commenting that problems "" beyond politics "" needed to be addressed . Immediately following his entrance , the media team prepared for an advertising campaign . They analyzed video of Nixon , determining that he was at his best when speaking spontaneously . The team organized a question and answer session with seven members of the New Hampshire Republican Party , taping Nixon 's responses for editing and use in advertisements . He campaigned in the state , although polls suggested that he would easily win its primary . As a result , he began campaigning in Wisconsin where the second primary would be held . During a stop , he briefly discussed Vietnam , although not in detail , stating that the United States "" must prevent [ such ] confrontations , "" but that the nation must also "" help people in the free world fight against aggression , but not do their fighting for them . "" He used those dictatorships in Latin America as an example , stating : "" I am talking not about marching feet but helping hands . "" As military operations increased in Vietnam in mid @-@ February , Nixon 's standing against President Johnson improved . A Harris poll showed that he trailed the president 43 % to 48 % . Near the end of the month , Nixon 's opponent George Romney exited the race , mostly due to comments he made about being "" brainwashed "" during a visit to Vietnam . This left Nixon nearly unopposed for the upcoming primaries , narrowing his opponents to Nelson Rockefeller and Ronald Reagan , neither of whom had announced their candidacies .",297
wt_7073,"In the Roman empire 's hierarchical system , a vassal king usage of the King of Kings title did not indicate that he is a peer of the emperor or that the vassalage ties were cut . The title was probably a challenge not to the Roman emperor but to Shapur I ; Odaenathus was declaring that he , not the Persian monarch , was the legitimate King of Kings in the East . A tessera depicting Hairan I shows him wearing a crown shaped like that of the Parthian monarchs , so it must have been Odaenathus ' crown ; this combination of title and imagery indicate that Odaenathus considered himself the rival of the Sassanians and the protector of the region against them .",126
wt_7074,"Over the course of the group 's existence , several hundred people joined and left . In the early 1990s , their membership dwindled , numbering as few as 26 ; these defections gave Applewhite a sense of urgency . In May 1993 , the group took the name "" Total Overcomers Anonymous "" . They then spent $ 30 @,@ 000 to publish a full @-@ page advertisement in USA Today that warned of catastrophic judgment to befall the Earth . Its publication led about 20 former members to rejoin the group . This , along with a series of public lectures in 1994 , caused membership to double from its nadir at the beginning of the decade . By this time , Applewhite did not regiment his disciples ' lives as strictly as he had and spent less time with them .",144
wt_7075,"Various wedding guests are depicted in the scene . Shiva 's attendant ganas enjoy the festivities ; playing drums or dancing . The vahanas ( vehicles ) of the couple , Shiva 's bull Nandi and Parvati 's lion , are sometimes pictured in the scene . In vertical panel depictions , the celestial guests are often shown flying over Shiva and Parvati . While the gods are pictured flying on their respective vahanas ( e.g. Indra on his elephant , Agni on a ram ) and with their consorts ; semi @-@ divine beings like Vidyadharas fly without vehicles . An anachronism found in a few Kalyanasundara scenes is the presence of the yet @-@ unborn children of Shiva and Parvati , Ganesha and Kartikkeya . Examples of this anachronism are found at the Rameshvara Cave of Ellora , and in a 9th @-@ century sculpture from Uttar Pradesh now housed in Los Angeles County Museum of Art .",160
wt_7076,"According to the 2001 UK census , the industry of employment of residents aged 16 – 74 was 19 @.@ 3 % retail and wholesale , 15 @.@ 0 % manufacturing , 14 @.@ 7 % property and business services , 10 @.@ 8 % health and social work , 9 @.@ 1 % transport and communications , 7 @.@ 2 % construction , 5 @.@ 2 % education , 4 @.@ 8 % hotels and restaurants , 3 @.@ 8 % finance , 3 @.@ 1 % public administration , 1 @.@ 3 % agriculture , 0 @.@ 7 % energy and water supply , 0 @.@ 1 % mining , and 4 @.@ 9 % other . Compared with national figures , Partington had a relatively high percentage of residents working in transport and communications , and a relatively low percentage working in public administration . The census recorded the economic activity of residents aged 16 – 74 , 1 @.@ 8 % students were with jobs , 3 @.@ 4 % students without jobs , 7 @.@ 7 % looking after home or family , 10 @.@ 6 % permanently sick or disabled , and 3 @.@ 8 % economically inactive for other reasons . The proportion of those who were permanently sick or disabled in Partington was above the Trafford and England average ( 5 @.@ 4 % and 6 @.@ 5 % respectively ) .",240
wt_7077,"It appears that Davenport must have loosely and erroneously paraphrased the sentiments expressed by McMillan , as this exact quote does not appear in her text . Instead , McMillan is expressing the observation that several nineteenth @-@ century writers , including William Rankin , William Morris and Thomas Carlyle , opposed the effects of machinery on society and craftsmanship and thus eschewed machine @-@ made items . Davenport 's observation likely was derived in some way from McMillan 's examination and quotation of Carlyle :",86
wt_7078,"In Banyuls , winemakers use various methods to "" bake "" their wines to encourage deep raisin colors . Some winemakers utilize a solera system of transporting the wine among different size barrels of various ages that are left out in the sun to warm . Others will put the wine in large glass jars to expose it to direct sunlight . In addition to the dark color , the resulting wines often have a nutty , rancid taste called rancio . In the Banyuls Grand Cru AOC the wine is required to be aged in wood barrels for two and a half years .",105
wt_7079,"Meanwhile , at 01 : 00 on 15 December , the New Zealand Division — electing not to make a further frontal assault on Orsogna — launched their 5th Brigade in Operation Florence , a new flanking attack to the right of the village . By that afternoon , 5th Brigade was well established on the Orsogna to Ortona lateral road and had driven a shallow salient into the German forward defensive line . Although they had exhausted nearly all their reserves , divisional headquarters was optimistic for the prospects for the next day , given the heavy casualties they had inflicted that day .",105
wt_7080,"Guitar Hero III Mobile was released for mobile phones in 2007 and 2008 , and was developed by MachineWorks Northwest LLC . The base version of the game includes 15 songs from both Guitar Hero II and Guitar Hero III , and has released a three @-@ song add @-@ on pack every month since January 2008 . The title has been downloaded by users one million times , with both Verizon and Hands @-@ On Mobile claiming that over 250 @,@ 000 songs are played a day on the platform . The two companies produced two other mobile @-@ based Guitar Hero games ; Guitar Hero III : Backstage Pass , released in July 2008 , adds role @-@ playing elements to manage the band 's success in addition to the core rhythm game , while the mobile version of Guitar Hero World Tour , released in December 2008 , expands each included track for play on both lead guitar and drums , mimicking the expansion of the console series to the full band .",176
wt_7081,"- No longer the “ Money Maker ” in the family , may become an issue due to not being the main support and rock for the family .",29
wt_7082,"In 1993 , Vandernoot wanted to leave the show because shooting Highlander was too demanding and required her to spend several months each year in Canada . Vandernoot also wanted to spend more time with her family . According to Abramowitz , a further , artistic , reason was that "" ... a small part of [ Vandernoot ] being a really strong actress wanted to play a more aggressive part in the show and sadly , the nature of the beast was that it couldn 't happen and she made a decision . "" Panzer said that creating interesting female characters in the Highlander franchise was often a challenge because the producers found it difficult to "" ... have the women be something other than a victim , a hostage , other things when [ one is ] dealing with an immortal hero . "" Consequently , the creative staff needed to write Tessa out of the show but were restricted because of the character 's strong relationship with MacLeod . Associate Creative Consultant Gillian Horvath said that , "" There was no way ... to have a scene where she said , ' Okay , I 'm going to go to Paris without you . Nice knowing you , MacLeod . ' "" The writers decided that the only solution was for Tessa to die , despite Abramowitz 's feeling that her death was "" ... sad "" and "" ... heartbreaking "" .",246
wt_7083,"Sang Pencerah ( The Enlightener ) is a 2010 Indonesian film directed by Hanung Bramantyo and starring Lukman Sardi , Zaskia Adya Mecca , and Slamet Rahardjo . It is a biopic of Ahmad Dahlan which describes how he came to found the Islamic organisation Muhammadiyah .",47
wt_7084,"Patron at eSafety Aware , 2006 @-@ 2009",8
wt_7085,"Hamilton won the opening race in Australia , but managed to finish only fifth after a qualifying penalty and a botched pit stop in Malaysia . The season began well for Kubica , as he qualified second in Australia and finished second in Malaysia . Kubica predicted his team could maintain their momentum into the third race : "" I 'm confident that we can be very competitive here as well . """,73
wt_7086,"Clearmountain was said to have been one of the first recording engineers to hang tissue paper over the tweeters of the NS @-@ 10 to tame the over @-@ bright treble . Covering the tweeters with tissue paper was said to produce treble @-@ deficient mixes when replayed on normal domestic hi @-@ fi . The phenomenon became the subject of hot debate . Recording engineer Bob Hodas investigated the alleged sonic effects of tissue paper . He found inconsistent results with different paper , but said that tissue paper generally demonstrated an undesirable effect known as comb filtering , where the high frequencies are reflected back into the tweeter instead of being absorbed . Hodas derided the tissue practice as "" aberrant behaviour "" , saying that engineers usually fear comb filtering and its associated cancellation effects . He also suggested that more controllable and less random electronic filtering would be preferable . Newell et al. noted that had the speakers ' grilles been used in studios , where they are routinely removed , they would have had the same effect on the treble output as the improvised tissue paper filter .",193
wt_7087,"In 1875 , England played their first game against the Irish at the Oval , winning by one goal , one drop goal and one try to nil ; the match was Ireland 's first ever Test . England defeated Scotland in 1880 to become the first winners of the Calcutta Cup . Their first match against Wales was played on 19 February 1881 at Richardson 's Field in Blackheath . England recorded their largest victory , defeating the Welsh by seven goals , six tries , and one drop goal to nil and scoring 13 tries in the process . The subsequent meeting the following year at St Helens in Swansea was a closer contest ; with England winning by two goals and four tries to nil Two years later , the first Home Nations championship was held and England emerged as the inaugural winners . In 1889 , England played their first match against a non @-@ home nations team when they defeated the New Zealand Natives by one goal and four tries to nil at Rectory Field in Blackheath . In 1890 England shared the Home Nations trophy with Scotland .",194
wt_7088,"Conscientious objectors ( COs ) refuse to participate in military service because of belief or religious training . During wartime , this stance conflicts with conscription efforts . Those willing to accept non @-@ combatant roles , such as medical personnel , are accommodated . There are few legal options for draftees who cannot cooperate with the military in any way .",62
wt_7089,"Waterfall Gully is an eastern suburb of the South Australian capital city of Adelaide . It is located in the foothills of the Mount Lofty Ranges around 5 km ( 3 @.@ 1 mi ) east @-@ south @-@ east of the Adelaide city centre . For the most part , the suburb encompasses one long gully with First Creek at its centre and Waterfall Gully Road running adjacent to the creek . At the southern end of the gully is First Falls , the waterfall for which the suburb was named . Part of the City of Burnside , Waterfall Gully is bounded to the north by the suburb of Burnside , from the north @-@ east to south @-@ east by Cleland Conservation Park ( part of the suburb of Cleland ) , to the south by Crafers West , and to the west by Leawood Gardens and Mount Osmond .",153
wt_7090,"The next German aircraft on the scene , a Junkers 88 , was engaged by a RAF Bristol Beaufighter which had appeared in the area earlier . Both machines crashed into the sea . Other German planes arrived but were driven off by Beaufighters and Hudsons from Coastal Command . The Atlantic weather conditions deteriorated . Amid concerns about the growing German threat and the realisation that the damaged small ships would not be able to keep up , Commander Sayer ordered the crews off the smaller boats and had them sunk .",93
wt_7091,"One folk story illustrating these imperfections in the kitsune 's human shape concerns Koan , a historical person credited with wisdom and magical powers of divination . According to the story , he was staying at the home of one of his devotees when he scalded his foot entering a bath because the water had been drawn too hot . Then , "" in his pain , he ran out of the bathroom naked . When the people of the household saw him , they were astonished to see that Koan had fur covering much of his body , along with a fox 's tail . Then Koan transformed in front of them , becoming an elderly fox and running away . """,123
wt_7092,"Although europium is present in most of the minerals containing the other rare elements , due to the difficulties in separating the elements it was not until the late 1800s that the element was isolated . William Crookes observed the phosphorescent spectra of the rare elements and observed spectral lines later assigned to europium .",55
wt_7093,"Although Innis remains appreciated and respected for the grand and unique nature of his later efforts regarding communications theories , he was not without critics . Particularly , the fragmentary and mosaic writing style exemplified in Empire and Communications has been criticized as ambiguous , aggressively non @-@ linear , and lacking connections between levels of analysis . Biographers have suggested that this style may have been a result of Innis ' illness late in his career .",78
wt_7094,"The September 2011 flood was caused by remnants of Tropical Storm Lee , which dumped 11 @.@ 36 inches ( 289 mm ) of rainfall in the nearby village of Shunk in Fox Township in Sullivan County ( just north of the creek 's source ) . The 2011 flooding caused widespread damage in Proctor and Barbours and destroyed a small stone bridge on Wallis Run Road in Proctor over King Run , a tributary of Plunketts Creek . The Barbours Fire Hall became an "" emergency relief center offering food , shelter and supplies to victims of the flood "" . Further downstream on the Loyalsock , the flooding badly damaged the historic Hillsgrove Covered Bridge , washed out sections of Pennsylvania Route 87 along the creek , and destroyed the Pennsylvania Route 973 and Lycoming Valley Railroad bridges over the creek near and in Montoursville .",148
wt_7095,"The new commander of the US Military Assistance Command , Vietnam ( MACV ) , General Creighton W. Abrams , recommended to President Richard M. Nixon shortly after his inauguration that the Cambodian Base Areas be attacked by aerial bombardment utilizing B @-@ 52 Stratofortress bombers . The president initially refused , but the breaking point came with the launching of PAVN 's "" Mini @-@ Tet "" Offensive of 1969 within South Vietnam . Nixon , angered at what he perceived as a violation of the "" agreement "" with Hanoi after the cessation of the bombing of North Vietnam , authorized the covert air campaign . The first mission of Operation Menu was dispatched on 18 March and by the time it was completed 14 months later more than 3 @,@ 000 sorties had been flown and 108 @,@ 000 tons of ordnance had been dropped on eastern Cambodia .",152
wt_7096,"Regional airports , such as Edinburgh Airport , have experienced strong growth in CAT operations in recent years . These operations are commercially and operationally incompatible with GA , and although there is no evidence of deliberate discrimination , the effect has been to discourage or exclude it . GA aircraft are being subject to significant increases in charges , including the imposition of handling fees in some cases . Some airports restrict or deny GA parking , and others limit or refuse certain GA activity . As a result , light GA aircraft are now rarely or never seen at large , busy international airports such as Heathrow , Stansted , Gatwick and Manchester .",116
wt_7097,"Karamokho Alfa was constrained by the other eight ulama , each of whom ruled their own province , or diwal . The structure of the new Fulbe state had an almami at its head , Karamokho Alfa being the first , with his political capital at Timbo . However , some of the other Ulama had more secular power than Karamokho Alfa , who directly ruled only the diwal of Timbo . The religious capital was at Fugumba , where the council of the alama sat . The council operated as a strong curb on the power of the almami , and the ulama retained much autonomy , so the new state was always a loose federation .",118
wt_7098,"That strong defensive effort limited the Broncos ' third – down conversion rate to 50 % . Until the fourth quarter , BSU was just two for seven on third – down attempts . On offense , the Pirates fared slightly better , going six for fifteen on third downs .",51
wt_7099,"After consulting with Michael Kaufmann and Lowell Brams of Asthmatic Kitty about the amount of material he had recorded , Stevens decided against a double album , saying that would be "" arrogant "" . In 2006 , several tracks recorded during these sessions were sent to Seattle @-@ based musician and producer James McAllister for additional instrumentation and production , and were released in 2006 on the follow @-@ up album The Avalanche : Outtakes and Extras from the Illinois Album . Among these outtakes are three separate recordings of the song "" Chicago "" — including the "" Multiple Personality Disorder Version "" , which was produced during a subsequent tour . The "" Adult Contemporary Easy Listening Version "" of the song was supposed to appear on the Illinois album , but was changed at the last minute .",142
wt_7100,Credits adapted from the liner notes for Fortune,8
wt_7101,"Cresswell admitted he had not made the impact he had hoped to in the York first team , but ahead of the 1998 – 99 season said "" I 've had some stick from a small number of fans , but hopefully I can prove them wrong . I will prove them wrong . This a big season for me . I want to do it for York City . I want to do it for myself . "" After a positive start to the season , Cresswell attracted attention from other clubs , with a number of scouts attending matches to watch him play . Manager Alan Little claimed some clubs were making illegal approaches for the player , and that this was having a detrimental effect on his performances . Preston North End manager David Moyes claimed his club had a bid of more than £ 500 @,@ 000 for Cresswell rejected , while York chairman Douglas Craig rejected this , saying a formal offer had not been received from any club . He was York 's top scorer in the 1998 – 99 season with 19 goals from 42 appearances .",194
wt_7102,"In its original American broadcast on October 22 , 2009 , "" Kaboom "" was seen by 4 @.@ 98 million household viewers , according to Nielsen Media Research . It was a slight increase from the previous week 's episode , "" Sister City "" . "" Kaboom "" received a 2 @.@ 1 rating / 6 share among viewers aged between 18 and 49 . The episode received generally positive reviews . Steve Heisler of The A.V. Club said "" Kaboom "" was the best episode of the second season , and called Parks and Recreation "" one of the funniest shows on TV right now "" . Heisler praised the show for not shying away from outrageousness , and called Andy 's naked entrance "" by far the highlight of the series "" . Entertainment Weekly writer Henning Fog said "" Kaboom "" continued a trend of superior Parks episodes in season two , and praised the episode for filling in the pit , claiming it "" both tied up a plot thread that had overstayed its welcome and put to rest any lingering ghosts from the first six episodes "" . Matt Fowler of IGN said the episode was funny and served as good character development for Leslie and Andy . But Fowler also said "" some scenes fell flat "" , and questioned why Ann would continue to harbor feelings for the immature Andy .",240
wt_7103,"In 1923 , the newspaper was renamed Arbeideren ( "" The Worker "" ) , and the first issue with this name was released on 1 May 1923 , the International Workers ' Day . The change followed a letter in 1922 from the Comintern Executive , which stated that no newspaper belonging to a Comintern member organization should have "" Social Democrat "" or "" Democrat "" as a part of its title . The printing press of the party changed its name accordingly , to Arbeiderens trykkeri .",90
wt_7104,"The biogeochemistry of cadmium and its release to the environment has been the subject of review , as has the speciation of cadmium in the environment .",27
wt_7105,"Increased levels of catecholamines and cortisol can cause a hypermetabolic state that can last for years . This is associated with increased cardiac output , metabolism , a fast heart rate , and poor immune function .",37
wt_7106,"The abdomen is bronze to black with a white basal band and two white transverse bands . The transverse bands are often broken to form six spots . Some or all of these spots may be lacking , however .",40
wt_7107,"This era was a period of economic transition . The dominant enterprise in the area since the 17th century had been the fur trade . The Dakota Sioux , and later the Ojibwe , tribes hunted and gathered pelts trading with French , British , and later American traders at Grand Portage , Mendota , and other sites . This trade gradually declined during the early 19th century as demand for furs in Europe diminished . The lumber industry grew rapidly , replacing furs as the key economic resource . Grain production began to develop late during this time as an emerging economic basis as well . Saw mills , and later grain mills , around Fort Snelling and Saint Anthony Falls in east @-@ central Minnesota became magnets for development . By the end of the era east @-@ central Minnesota had replaced northern Minnesota as the economic center of the area .",154
wt_7108,"Two main languages are spoken in Ireland : Irish and English . Both languages have widely contributed to literature . Irish , now a minority but official language of the Republic of Ireland , was the vernacular of the Irish people for over two thousand years and was probably introduced by some sort of proto @-@ Gaelic migration during the Iron Age , possibly earlier . It began to be written down after Christianisation in the 5th century and spread to Scotland and the Isle of Man where it evolved into the Scottish Gaelic and Manx languages respectively .",99
wt_7109,"An episode of the television series ; "" World War II 's Greatest Raids "" on the Military Channel ( now the American Heroes Channel ) devoted an episode to this raid . Titled "" Commando Do or Die ! "" it was released in early 2014 ; and has been rerun several times .",55
wt_7110,"The opening sequence of the video features Jay Z as a passenger in a car speeding along Mission Road in Los Angeles , where he encounters Beyoncé , standing in the middle of the road , at the Fourth Street bridge . Beyoncé performs in various dance sequences , beginning with her wearing a white tank top , denim blue shorts , and red high @-@ heels . She performs an elaborate solo dance on a riser . The scene shifts to a gold set with a mock photo shoot , before moving into a scene with dancers detailing Beyoncé and dancing against a wall while wearing caps and full length pants . Jay Z appears and ignites a line of petrol leading to a car parked under the bridge , which explodes in flames . Jay Z performs his rap in front of the burning car , and Beyoncé dances beside him , wearing an exotic silk print over a fur coat , before kicking the valve off a fire hydrant . She continues to dance while the water is flying everywhere . The video ends with Beyoncé and her dancers wearing vibrant Versace dresses in front of a large fan . Their outfits contrast with the neutral colors of the background , the video . Carmit Bachar , a former Pussycat Dolls singer , is one of the dancers .",232
wt_7111,"Green enjoyed his local fame . The Sunday Times interviewed him in 1985 for its "" A Life in the Day "" feature , and some of his slogans , including "" less passion from less protein "" were used on dresses and t @-@ shirts by the London fashion house Red or Dead .",55
wt_7112,"By 1920 , what is now DE 261 existed as a county road . When Delaware first assigned state highway numbers by 1936 , what is now DE 261 had been upgraded to a state highway , but did not receive a number at that time . By 1938 , DE 261 was designated onto its current alignment between US 202 and the Pennsylvania border , continuing the PA 261 designation . DE 261 was widened into a four @-@ lane road between US 202 and Silverside Road by 1966 . The four @-@ lane portion was extended north to Naamans Road a year later . In summer 2007 , construction on converting the intersection with US 202 into interchange was completed as part of the Blue Ball Properties project , a project undertaken to improve roads in this area as part of AstraZeneca locating their North American headquarters to the area . DE 141 was also realigned to intersect US 202 and DE 261 at this interchange . The total cost of the project was $ 123 million .",180
wt_7113,"Upon publication , The Archaeology of Ritual and Magic received predominantly positive reviews in academic peer @-@ reviewed journals such as Folklore and The Antiquaries Journal . In ensuing years , the book has been widely cited by scholars as an influential and pioneering text in the study of the archaeology of ritual and magic .",56
wt_7114,"First released in August 1988 for the Commodore 64 , Barbarian II was ported to various personal computers . The various versions differed in features , depending on specifications of the platforms . The Amiga version of the game was given several improvements . It has digitized speech and better graphics in the form of greater details and number of colours . The introductory and disc loading sequences were revamped , featuring animated skeletons with maniacal voices . In contrast , the ZX Spectrum version has monochromatic graphics ; the first level comprises black @-@ outlined sprites against pink backgrounds .",101
wt_7115,"Following the storm , the name Graham was retired from the Australian region basin .",15
wt_7116,"In 1910 , the Franciscans turned the management of the parish over to the Diocese of Omaha . In October of that year , Edward S. Muenich became the first diocesan pastor of St. Leonard 's .",37
wt_7117,"For many years this link road has been mothballed due to the costs involved . The link road had previously been known as the East Moors Link Road – Phase 1 and 3 , but it also included the East Moors Viaduct , which was originally known as the East Moors Link Road – Phase 2 . Later it became known as the Cardiff Bay Link Road , then renamed the Eastern Bay Link Road .",76
wt_7118,""" Clocks "" ( Gabriel & Dresden ' I Gotta Thank You ' Mix )",15
wt_7119,"The last sentence of the passage is similar to one from the Republican era Biography of Song Yue , Prince of E. But instead of teaching them his own technique , it states Yue taught what he had learned from Zhou to his soldiers who were victorious in battle .",50
wt_7120,"Kanti ( 1108 ) , known for her wit and humour , was one of the earliest female poets of the Kannada language and a contemporary of Nagachandra , with whom she indulged in debates and repartees . Rajaditya , a native of either Puvinabage or Raibhag ( the modern Belgaum district ) , was in the Hoysala court during the days of King Veera Ballala I and King Vishnuvardhana . He wrote in easy verse on arithmetic and other mathematical topics and is credited with three of the earliest writings on mathematics in the Kannada language : Vyavaharaganita , Kshetraganita and Lilavati . Udayaditya , a Chola prince , authored a piece on rhetoric called Udayadityalankara ( 1150 ) . It was based on Dandin 's Sanskrit Kavyadarsa .",130
wt_7121,"Prior to 1895 two 6 @-@ inch ( 200 mm ) breech @-@ loading guns had been imported for use in small boats . This use was rejected by military authorities and the guns sat unused . In 1895 the South Australian Defence Committee proposed that the guns be mounted at Fort Glanville , replacing the 64 @-@ pounders whose siege carriages were then unfit for service . This proposal would have greatly extended the useful life of the fort , at little cost . The two military branches , army and navy , could not reach agreement and the proposal was abandoned by 1897 . The gun 's eventual fate is unknown , though a gun found in the Port River later indicates they may have been dumped .",130
wt_7122,"Jerry Cantrell 's guitar style combines "" pummeling riffs and expansive guitar textures "" to create "" slow , brooding minor @-@ key grinds "" . He is also recognized for his natural ability to blend acoustic and electric guitars . While down @-@ tuned , distorted guitars mixed with Staley 's distinctive "" snarl @-@ to @-@ a @-@ scream "" vocals appealed to heavy metal fans , the band also had "" a sense of melody that was undeniable "" , which introduced Alice in Chains to a much wider audience outside of the heavy metal underground .",100
wt_7123,"The Philadelphia chapter of the Baseball Writers ' Association of America presented him the "" Steve Carlton Most Valuable Pitcher "" award for the second consecutive year .",28
wt_7124,"Beginning in the 2000s , the stay @-@ at @-@ home dad began to emerge as a role in China , though some remain uncomfortable with the way the role changes traditional family dynamics . Customs in China suggest that men must be the heads of their households . Stereotyping is an issue for stay @-@ at @-@ home dads , who sometimes prefer not to tell others about their family arrangement . Traditional ideas promote criticism of "" woman @-@ like "" men , and many feel that they would face humiliation and criticism for being stay @-@ at @-@ home dads . Others suppose they would be looked at as having a wife that is "" too strong "" .",122
