sample_id,text,word_count
wt_2789,"The early signs of AML are often vague and nonspecific , and may be similar to those of influenza or other common illnesses . Some generalized symptoms include fever , fatigue , weight loss or loss of appetite , shortness of breath , anemia , easy bruising or bleeding , petechiae ( flat , pin @-@ head sized spots under the skin caused by bleeding ) , bone and joint pain , and persistent or frequent infections .",78
wt_2790,GO ! GO ! Buriki Daioh ! ! ( 2012 ),11
wt_2791,"After the creation of the Civilian Conservation Corps ( CCC ) in 1933 , nine camps and eight subcamps were set up in Boise National Forest , but the number of camps was reduced from 1934 until the program was closed in 1942 . Work conducted by the CCC included fire suppression , fish habitat improvement , and construction of guard houses , fire lookouts , campgrounds , roads , and trails , among other facilities .",77
wt_2792,"The Abwehr was also active in Ireland . German intelligence operations effectively ended in September 1941 when police made arrests on the basis of surveillance carried out on the key diplomatic legations in Dublin , including that of the United States . To the authorities , counterintelligence was a fundamental line of defence . With a regular army of only slightly over seven thousand men at the start of the war , and with limited supplies of modern weapons , the state would have had great difficulty in defending itself from invasion from either side in the conflict .",99
wt_2793,"Mike Carey returned to the title for a single issue between Denise Mina and Andy Diggle 's runs on the title , and also wrote the well @-@ received Hellblazer graphic novel All His Engines about a strange illness sweeping the globe .",43
wt_2794,"The nuclear envelope acts as a barrier that prevents both DNA and RNA viruses from entering the nucleus . Some viruses require access to proteins inside the nucleus in order to replicate and / or assemble . DNA viruses , such as herpesvirus replicate and assemble in the cell nucleus , and exit by budding through the inner nuclear membrane . This process is accompanied by disassembly of the lamina on the nuclear face of the inner membrane .",79
wt_2795,"By the time of Dylan 's second album , The Freewheelin ' Bob Dylan , in May 1963 , he had begun to make his name as a singer and a songwriter . Many songs on this album were labeled protest songs , inspired partly by Guthrie and influenced by Pete Seeger 's passion for topical songs . "" Oxford Town "" , for example , was an account of James Meredith 's ordeal as the first black student to risk enrollment at the University of Mississippi .",88
wt_2796,"In 1962 , Wilhelm had his fourth All @-@ Star season , finishing with a 7 – 10 record , a 1 @.@ 94 ERA and 15 saves . On January 14 , 1963 , Wilhelm was traded by the Orioles with Ron Hansen , Dave Nicholson and Pete Ward to the Chicago White Sox for Luis Aparicio and Al Smith . Early in that season , White Sox manager Al López said that Wilhelm had improved his pitching staff by 40 percent . He said that Wilhelm was "" worth more than a 20 @-@ game winner , and he works with so little effort that he probably can last as long as Satchel Paige . "" He registered 21 saves and a 2 @.@ 64 ERA .",129
wt_2797,UEFA European Under @-@ 19 Championship Player of the Tournament : 2002,12
wt_2798,"Lactarius indigo , commonly known as the indigo milk cap , the indigo ( or blue ) lactarius , or the blue milk mushroom , is a species of agaric fungus in the family Russulaceae . A widely distributed species , it grows naturally in eastern North America , East Asia , and Central America ; it has also been reported in southern France . L. indigo grows on the ground in both deciduous and coniferous forests , where it forms mycorrhizal associations with a broad range of trees . The fruit body color ranges from dark blue in fresh specimens to pale blue @-@ gray in older ones . The milk , or latex , that oozes when the mushroom tissue is cut or broken — a feature common to all members of the Lactarius genus — is also indigo blue , but slowly turns green upon exposure to air . The cap has a diameter of 5 to 15 cm ( 2 to 6 in ) , and the stem is 2 to 8 cm ( 0 @.@ 8 to 3 in ) tall and 1 to 2 @.@ 5 cm ( 0 @.@ 4 to 1 @.@ 0 in ) thick . It is an edible mushroom , and is sold in rural markets in China , Guatemala , and Mexico .",225
wt_2799,"Welsh rugby reached a nadir when Wales suffered their first Five Nations championship whitewash ; they had upset England in 1989 to avoid losing all their Championship matches that season , but in 1990 Wales were defeated in all four Five Nations ' matches for the first time . The 1991 World Cup saw further frustration when Wales were upset by Manu Samoa in their opening match . A second group @-@ stage loss , by 38 – 3 to Australia , eliminated Wales from the tournament .",88
wt_2800,"At Winnellie , the battalion was allocated a large defensive zone between Nightcliff , Lee Point and Shoal Bay , which included a large beach frontage , as well as extensive swamp lands and creeks further inland . Throughout November , extensive work was undertaken improving the camp and preparing this position with fortified emplacements . They also undertook various other garrison duties such as guarding ammunition dumps , and road and railway construction . Heavy summer rains flooded the camp and surrounding area and as well as hampering construction , brought a wave of dengue fever amongst the battalion and the threat of crocodile attacks as the creeks within the battalion position swelled ; the battalion ’ s mascot , a dog named "" Gunner "" , fell victim . News of the Japanese attack on Pearl Harbor and invasion of Malaya came in early December and with it a need to bolster Australian forces in the Pacific . As Bennett pressed harder for reinforcements , on 23 December the 2 / 4th Machine Gun Battalion received orders to embark for Malaya .",184
wt_2801,"The magazine was never regarded as one of the leading titles of the genre , but has received qualified praise from science fiction critics and historians . Science fiction historian Raymond Thompson describes it as "" one of the most interesting magazines to appear during the 1940s "" , despite the variable quality of the stories . Critics Brian Stableford and Peter Nicholls comment that the magazine "" had a greater importance to the history of sf than the quality of its stories would suggest ; it was an important training ground "" .",94
wt_2802,"In December , Federer announced that he headed into the 2016 ATP World Tour season with a new @-@ look coaching team , after announcing that Stefan Edberg would not be traveling with him next year . While countryman Severin Lüthi remained Federer ’ s head coach , joining the team in 2016 was Croatian former world No. 3 player Ivan Ljubicic . The Swiss tennis player revealed that Edberg originally signed on to the coaching team for one season only in 2014 , but agreed to stay on in 2015 .",92
wt_2803,"After his first novel , The Wooden Horse , in 1909 , Walpole wrote prolifically , producing at least one book every year . He was a spontaneous story @-@ teller , writing quickly to get all his ideas on paper , seldom revising . His first novel to achieve major success was his third , Mr Perrin and Mr Traill , a tragicomic story of a fatal clash between two schoolmasters . During the First World War he served in the Red Cross on the Russian @-@ Austrian front , and worked in British propaganda in Petrograd and London . In the 1920s and 1930s Walpole was much in demand not only as a novelist but also as a lecturer on literature , making four exceptionally well @-@ paid tours of North America .",135
wt_2804,"Beginning in the second half of the 19th century , American rates of sexually transmitted diseases skyrocketed . Causes cited by historians include effects of the American Civil War , and the ignorance of prevention methods promoted by the Comstock laws . To fight the growing epidemic , sex education classes were introduced to public schools for the first time , teaching about venereal diseases and how they were transmitted . They generally taught that abstinence was the only way to avoid sexually transmitted diseases . Condoms were not promoted for disease prevention because the medical community and moral watchdogs considered STDs to be punishment for sexual misbehavior . The stigma against victims of these diseases was so great that many hospitals refused to treat people who had syphilis .",130
wt_2805,"The doctrines of anekāntavāda and syādavāda are often criticised on the grounds that they engender a degree of hesitancy and uncertainty , and may compound problems rather than solve them . It is also pointed out that Jain epistemology asserts its own doctrines , but at the cost of being unable to deny contradictory doctrines . Furthermore , it is also argued that this doctrine could be self @-@ defeating . It is argued that if reality is so complex that no single doctrine can describe it adequately , then anekāntavāda itself , being a single doctrine , must be inadequate . This criticism seems to have been anticipated by Ācārya Samantabhadra who said : "" From the point of view of pramana ( means of knowledge ) it is anekānta ( multi @-@ sided ) , but from a point of view of naya ( partial view ) it is ekanta ( one @-@ sided ) . """,159
wt_2806,"About 60 % of antimony is consumed in flame retardants , and 20 % is used in alloys for batteries , plain bearings and solders .",26
wt_2807,"The Sand , the Sea and the Sun ; Gibson , 1970",12
wt_2808,"Ashbee suggested that given its size and comparisons with other long barrows , such as Fussell 's Lodge , the Coldrum tomb could have housed the remains of over a hundred individuals . Excavations conducted in the early 20th century have led to the methodical discovery and removal of what was believed to be the remains of twenty @-@ two human individuals . These remains were examined by Sir Arthur Keith , the conservator of the museum at the Royal College of Surgeons . He published his results in 1913 , in a paper largely concerned with discerning racial characteristics of the bodies .",104
wt_2809,"In 1958 , Cleveland manager Bobby Bragan used Wilhelm occasionally as a starter . Although he had a 2 @.@ 49 ERA , none of the Indians ' catchers could handle Wilhelm 's knuckleball . General manager Frank Lane , alarmed at the large number of passed balls , allowed the Baltimore Orioles to select Wilhelm off waivers on August 23 , 1958 . In Baltimore , Wilhelm lived near the home of third baseman Brooks Robinson and their families became close friends . On September 20 of that year , Wilhelm no @-@ hit the eventual World Champion New York Yankees 1 @-@ 0 at Memorial Stadium , in only his ninth career start . He allowed two baserunners on walks and struck out eight . The no @-@ hitter had been threatened at one point in the ninth inning when Hank Bauer bunted along the baseline , but Robinson allowed the ball to roll and it veered foul . The no @-@ hitter was the first in the franchise 's Baltimore history ; the Orioles had moved from St. Louis after the 1953 season .",187
wt_2810,""" The Son Also Draws "" and the complete first and second seasons of the series were released under the title Family Guy Volume One ; this standard four @-@ disc DVD box set debuted in Region 1 on April 15 , 2003 , three months before the premiere of the third season . Distributed by 20th Century Fox Television , it included several DVD extras such as episode commentaries , behind @-@ the @-@ scenes footage , and online promo spots . The same episodes , without the special features , were released in Region 2 on November 12 , 2001 and in Region 4 on October 20 , 2003 .",112
wt_2811,"Three of Baker 's books have thus far not been published : White Devils , Proto Punk , and Crucifying Todd . Additionally , he wrote two screenplays which have not as yet been filmed : Inez and Desert Women .",41
wt_2812,"When assessing Lady Rosebery 's behaviour to her children it should be remembered that she lived in an era of plentiful nannies , wet nurses , nursemaids and governesses which the upper classes employed as the norm . These people were employed regardless of the mother 's affection towards her children ; it was inconceivable that a countess would nurse her own children , and to do so would have been breaking social conventions . Hence her seeming lack of attention to her children was not unusual – she was following the upper class conventions and "" stiff upper lip "" philosophies of her era . However , in spite of their prolonged absences from their children , the Roseberys do not appear to have been very distant or remote figures in the earliest stages of their children 's lives . Margot Asquith records how Rosebery loved to play and romp on the floor with the children .",158
wt_2813,"3 Count collectively won the WCW Hardcore Championship on WCW Monday Nitro in February 2000 . This win made 3 Count the first trio to win the Hardcore Championship . At Uncensored , Brian Knobbs defeated all members of 3 Count to win the Hardcore Championship . During a match , Helms suffered a broken nose , and was sidelined while he recovered . Upon his return , Tank Abbott had been added to the group , as a fan , and was utilized in an enforcer role . 3 Count had a long @-@ running feud ( scripted rivalry ) with The Jung Dragons , with the Dragons attempting to steal 3 Count 's fictional recording contract . This led to a ladder match between the two teams at New Blood Rising , which 3 Count won due to Abbott 's interference . As a result , Abbott claimed that he should be the lead singer of 3 Count , and was kicked out by the other three members , leading to a feud .",176
wt_2814,""" Securing occupation : The real meaning of the Wye River Memorandum "" , New Left Review , ( 1998 ) 232 , pp. 128 – 39",27
wt_2815,"However , Hamels left spring training on March 16 after feeling tightness between innings , and flew to Philadelphia to have his left elbow examined by Dr. Michael Ciccotti . "" This will obviously set me back a couple of days , and I don 't think that should be a big deal "" , said Hamels . Ciccotti found no structural damage in his arm , yet Hamels still did not pitch on Opening Day as expected ; Myers did for the third consecutive season . For the first time in his career , he went winless in his first four starts , and left back @-@ to @-@ back starts early due to injury in late April , sustaining a left @-@ shoulder contusion and an ankle sprain respectively . From June on , however , he returned to his previous form , recording two complete @-@ game shutouts ( tied for the NL @-@ lead ) , striking out at least 10 batters in two separate games , and amassing a 21 @-@ inning scoreless streak from August 21 to September 6 , while allowing just two home runs in his final eight starts . In July , the Phillies augmented their starting rotation by acquiring two former Cy Young Award winners in Cliff Lee and Pedro Martínez from a trade and a free agent signing respectively . Due to his early season injury struggles , Hamels posted a 10 – 11 record and a 4 @.@ 32 ERA in the regular season , his first major league season in which he posted a sub-.500 record , and the worst ERA of his career to that point .",281
wt_2816,""" In Bloom "" – 4 : 17",8
wt_2817,"Following Roy Hodgson 's appointment as Liverpool manager he stated that Torres would not be sold by the club , saying "" He is not for sale and we don 't welcome any offers for him . We want to keep him . "" Hodgson dismissed reports Torres was set to leave Liverpool by saying "" He has told us that he is looking forward to Monday , to getting back to work and looking forward to playing for Liverpool next season . That is what I know so other reports , I would suggest , are erroneous . "" Torres stated his commitment to Liverpool on 3 August , saying "" My commitment and loyalty to the club and to the fans is the same as it was on my first day when I signed . """,138
wt_2818,"Stansfield continues to be remembered by fans of Exeter . On 9 August 2014 , as they started the new season against Portsmouth , a giant flag resembling his club shirt was displayed by the crowd .",37
wt_2819,"Sholay was nominated for nine Filmfare Awards , but the only winner was M. S. Shinde , who won the award for Best Editing . The film also won three awards at the 1976 Bengal Film Journalists ' Association Awards ( Hindi section ) : "" Best Actor in Supporting Role "" for Amjad Khan , "" Best Cinematographer ( Colour ) "" for Dwarka Divecha , and "" Best Art Director "" for Ram Yedekar . Sholay received a special award at the 50th Filmfare Awards in 2005 : Best Film of 50 Years .",96
wt_2820,"Since the 20th century the Irish pubs worldwide have become , especially those with a full range of cultural and gastronomic offerings , outposts of Irish culture .",28
wt_2821,"Ireland has an ancient industry based on peat ( known locally as "" turf "" ) as a source of energy for home fires . A form of biomass energy , this source of heat is still widely used in rural areas . However , due to the ecological importance of peatlands in storing carbon and their rarity , the EU is attempting to protect this habitat by fining Ireland if they are dug up . In cities , heat is generally supplied by heating oil , although some urban suppliers distribute "" sods of turf "" as "" smokeless fuel "" .",103
wt_2822,"In the management of first and second @-@ degree burns , little quality evidence exists to determine which dressing type to use . It is reasonable to manage first @-@ degree burns without dressings . While topical antibiotics are often recommended , there is little evidence to support their use . Silver sulfadiazine ( a type of antibiotic ) is not recommended as it potentially prolongs healing time . There is insufficient evidence to support the use of dressings containing silver or negative @-@ pressure wound therapy .",88
wt_2823,"The boundaries for the highway corridor were determined by the consultants in April 1982 , running between 60th and 84th streets , "" dipping like a hammock beneath the cities of Kentwood and Wyoming "" . The results of the study by BKI were criticized by local planners in May 1982 , who called the study "" shabby and unprofessional work "" , and asked the state to fire the consulting firm . Local residents distributed 2 @,@ 000 fliers to their neighbors in opposition to the freeway . The South Belt Local Advisory Board criticized BKI 's 110 @-@ page study report as "" filled with errors "" ; the consultants ' earlier 26 @-@ page paper had been rejected by the board and MDOT as "" unusable "" . An editorial in the The Grand Rapids Press stated that the study did not help advance the project in the area , instead opening the proposed freeway up to new controversies . Doubts about the state 's budget in 1982 to build the roadway combined with issues over the consultants and their study results .",186
wt_2824,"For his last lap collision with teammate Jolyon Palmer , Kevin Magnussen received a ten @-@ second time penalty , dropping him one place to 15th . He also received two penalty points to his licence . Carlos Sainz received a reprimand from the stewards for leaving the pit lane one minute before it was allowed . He escaped a more severe penalty because he stopped shortly afterwards , thereby not gaining an advantage . Upon his return to Toro Rosso , Daniil Kvyat recorded the first fastest lap of his career , and the first for the Italian team in their 190th Grand Prix .",106
wt_2825,"The invisible rail inhabits the dense , spiky sago swamps of Halmahera , particularly where forest adjoins the boggy areas . Claims that the rail occurs in alang @-@ alang grass are thought to have arisen from confusion with the pale @-@ vented bush @-@ hen . German ornithologist Gerd Heinrich , who prepared for his Halmahera trip by rolling in stinging nettles , wrote of the sago swamp habitat in the 1930s :",74
wt_2826,"Muscarine , discovered in 1869 , was long thought to be the active hallucinogenic agent in A. muscaria . Muscarine binds with muscarinic acetylcholine receptors leading to the excitation of neurons bearing these receptors . The levels of muscarine in Amanita muscaria are minute when compared with other poisonous fungi such as Inocybe erubescens , the small white Clitocybe species C. dealbata and C. rivulosa . The level of muscarine in A. muscaria is too low to play a role in the symptoms of poisoning .",86
wt_2827,"General Fraser , alerted to the American withdrawal early on July 6 , immediately set out in pursuit , leaving a message for General John Burgoyne to send reinforcements as quickly as possible . That night Fraser camped a few miles short of Hubbardton , and the German General Friedrich Adolf Riedesel , leading reinforcements , camped a few miles further back . Rising early in the morning , Fraser reached Hubbardton , where he surprised some elements of the American rear , while other elements managed to form defensive lines . In spirited battle , the Americans were driven back , but had almost succeeded in turning Fraser 's left flank when Riedesel and his German reinforcements arrived , eventually scattering the American forces .",126
wt_2828,"After all , young people are always searching for the beauty in love . They want their love to be beautiful . If they give in to weakness , following the models of behavior that can rightly be considered a ' scandal in the contemporary world ' ( and these are , unfortunately , widely diffused models ) , in the depths of their hearts they still desire a beautiful and pure love . This is as true of boys as it is of girls . Ultimately , they know that only God can give them this love . As a result , they are willing to follow Christ , without caring about the sacrifices this may entail .",119
wt_2829,"In 1798 , members of the Protestant Dissenter tradition ( mainly Presbyterian ) made common cause with Roman Catholics in a republican rebellion inspired and led by the Society of United Irishmen , with the aim of creating an independent Ireland . Despite assistance from France the rebellion was put down by British and Irish government and yeomanry forces . In 1800 , the British and Irish parliaments both passed Acts of Union that , with effect from 1 January 1801 , merged the Kingdom of Ireland and the Kingdom of Great Britain to create a United Kingdom of Great Britain and Ireland .",104
wt_2830,"In 1926 , the parish was forced to close its school , since the Presentation Sisters were no longer able to staff it . The school re @-@ opened in 1931 , with 60 pupils taught by Missionary Benedictine Sisters based in Norfolk .",44
wt_2831,"Meanwhile , one Song prince , Zhao Gou , had escaped capture . He had been held up in Cizhou while on a diplomatic mission , and never made it back to Kaifeng . He was not present in the capital when the city fell to the Jurchens . The future Emperor Gaozong managed to evade the Jurchen troops tailing him by moving from one province to the next , traveling across Hebei , Henan , and Shandong . The Jurchens tried to lure him back to Kaifeng where they could finally capture him , but did not succeed . Zhao Gou finally arrived in the Song Southern Capital at Yingtianfu ( 應天府 ; modern Shangqiu ) in early June 1127 . For Gaozong ( r . 1127 – 1162 ) , Yingtianfu was the first in a series of temporary capitals called xingzai 行在 . The court moved to Yingtianfu because of its historical importance to Emperor Taizu of Song , the founder of the dynasty , who had previously served in that city as a military governor . The symbolism of the city was meant to secure the political legitimacy of the new emperor , who was enthroned there on June 12 .",205
wt_2832,"Ferranti Technologies is an electronic , electromechanical and electrical engineering company based in Waterhead .",15
wt_2833,"Logan ( May 21 , 1994 ) son",8
wt_2834,"The geography of Oldham constrained the development of major transport infrastructure , with the former County Borough Council suggesting that "" if it had not grown substantially before the railway age it would surely have been overlooked "" . Oldham has never been on a main @-@ line railway route , and canals too have only been able to serve it from a distance , meaning that "" Oldham has never had a train service worthy of a town of its size "" .",84
wt_2835,"During the 2013 Six Nations Championship again England finished in second place behind Wales after losing the opportunity of being Grand Slam winners for the first time since 2003 , by losing to Wales in Cardiff 30 – 3 . It was also the first time every team managed to win at least 3 competition points ( the equivalent of a win and a draw or three draws ) since 1974 . However , England did again defeat Scotland for the Calcutta Cup 38 – 18 at Twickenham .",89
wt_2836,"During his years in Italy Meyerbeer became acquainted with , and impressed by , the works of his contemporary Gioachino Rossini , who by 1816 , at the age of 24 , was already director of both major opera houses in Naples and in the same year premiered his operas The Barber of Seville and Otello . Meyerbeer wrote a series of Italian operas on Rossinian models , including Romilda e Costanza ( Padua , 1817 ) , Semiramide riconosciuta ( Turin , 1819 ) , Emma di Resburgo ( Venice , 1819 ) , Margherita d 'Anjou ( Milan 1820 ) and L 'esule di Granata ( Milan 1821 ) . All but the last two of these had libretti by Gaetano Rossi , whom Meyerbeer continued to support until the latter 's death in 1855 , although not commissioning any further libretti from him after Il crociato in Egitto ( 1824 ) . During a visit to Sicily in 1816 , Meyerbeer noted down a number of folksongs , and these in fact constitute the earliest collection of folk music of the region . In a birthday greeting from Rossi 's wife in 1817 occurs the earliest use discovered of Meyerbeer 's adopted forename ' Giacomo ' .",210
wt_2837,"In the late 80s , several researchers advocated a completely new approach to artificial intelligence , based on robotics . They believed that , to show real intelligence , a machine needs to have a body — it needs to perceive , move , survive and deal with the world . They argued that these sensorimotor skills are essential to higher level skills like commonsense reasoning and that abstract reasoning was actually the least interesting or important human skill ( see Moravec 's paradox ) . They advocated building intelligence "" from the bottom up . """,97
wt_2838,"The six judges of the Supreme Court of Pennsylvania ruled unanimously that all issues raised by Abu @-@ Jamal , including the claim of ineffective assistance of counsel , were without merit . The Supreme Court of the United States denied a petition for certiorari against that decision on October 4 , 1999 , enabling Ridge to sign a second death warrant on October 13 , 1999 . Its execution in turn was stayed as Abu @-@ Jamal commenced his pursuit of federal habeas corpus review .",87
wt_2839,"The west coast of Ireland , Lahinch and Donegal Bay in particular , have popular surfing beaches , being fully exposed to the Atlantic Ocean . Donegal Bay is shaped like a funnel and catches west / south @-@ west Atlantic winds , creating good surf , especially in winter . Since just before the year 2010 , Bundoran has hosted European championship surfing . Scuba diving is increasingly popular in Ireland with clear waters and large populations of sea life , particularly along the western seaboard . There are also many shipwrecks along the coast of Ireland , with some of the best wreck dives being in Malin Head and off the County Cork coast .",117
wt_2840,Was sloping toward his western bower . ( lines 77 – 80 ),13
wt_2841,""" The Sixth Extinction "" was first shown in the United States on November 7 , 1999 . This episode earned a Nielsen rating of 10 @.@ 6 , with a 16 share , meaning that roughly 10 @.@ 6 percent of all television @-@ equipped households , and 16 percent of households watching television , were tuned in to the episode . It was viewed by 17 @.@ 82 million viewers and was the most watched episode of the seventh season in the United States . The episode aired in the United Kingdom and Ireland on Sky1 on May 7 , 2000 , and received 1 @.@ 00 million viewers and was the third most watched episode that week . Fox promoted the episode with the tagline "" Something is driving Mulder insane . Something he 's been searching for . Something he shouldn 't have found . "" The episode was later included on The X @-@ Files Mythology , Volume 3 – Colonization , a DVD collection that contains episodes involved with the alien Colonist 's plans to take over the earth .",186
wt_2842,"Construction of the remaining phases between US 131 and M @-@ 37 and between I @-@ 196 and US 131 was started on April 1 , 2002 . Area roads that crossed the path of the new freeway were closed to traffic with posted detours so that work could begin on the roadbed for the freeway . The last major project for the freeway was to replace bridge beams in the overpasses from westbound I @-@ 196 to eastbound M @-@ 6 . Design flaws were found in 2002 in the size of the beams in the bridges over eastbound I @-@ 196 and the ramp from westbound M @-@ 6 to westbound I @-@ 196 . The replacement was originally supposed to close traffic along I @-@ 196 over a weekend in 2004 , but kept a lane closed for a full week , backing up traffic on the Interstate for two miles ( 3 @.@ 2 km ) ; completion of the work was delayed when human error caused a shortage of nuts and bolts .",178
wt_2843,"The Arthur Murray Party , a dance program",8
wt_2844,""" True Blue "" is a song by American singer Madonna . It is the title track from her third studio album True Blue ( 1986 ) , and was released as the album 's third single on September 29 , 1986 by Sire Records . Written and produced by Madonna and Steve Bray , the song deals with the feelings of Madonna for her then @-@ husband Sean Penn . A dance @-@ pop song , it features instrumentation from a rhythm guitar , a synthesizer , keyboards , and drums . The main chorus is backed by an alternate one , incorporating a chord progression generally found in doo @-@ wop music .",115
wt_2845,"In 1964 , Gerd Natschinski composed the musical Mein Freund Bunbury based on the play , 1964 premiered at Metropol Theater Berlin .",23
wt_2846,"O 'Malley initially supported Bell 's candidacy . Bell urged O 'Malley to endorse him , and offered him the job of city solicitor in exchange for his support . However , O 'Malley began to distance himself from Bell , not appearing at Bell 's campaign announcement , due to disagreements on several bills debated at the City Council . Bell 's supporters attempted to convince O 'Malley to run for City Council President , but O 'Malley announced his decision to run for mayor in June , becoming the first major candidate in the race who was Caucasian . He began the campaign largely unknown outside of Northeast Baltimore .",112
wt_2847,"In 1172 , the new pope , Alexander III , further encouraged Henry to advance the integration of the Irish Church with Rome . Henry was authorised to impose a tithe of one penny per hearth as an annual contribution . This church levy , called Peter 's Pence , is extant in Ireland as a voluntary donation . In turn , Henry accepted the title of Lord of Ireland which Henry conferred on his younger son , John Lackland , in 1185 . This defined the Irish state as the Lordship of Ireland . When Henry 's successor died unexpectedly in 1199 , John inherited the crown of England and retained the Lordship of Ireland .",117
wt_2848,"Excavation of Chestnuts Long Barrow revealed that it had been systematically destroyed in one event , and Ashbee suggested that the same may have happened to the Coldrum Stones . He believed that the kerb @-@ stones around the barrow were toppled , laid prostrate in the surrounding ditch , and then buried during the late thirteenth or early fourteenth century , by Christians seeking to obliterate non @-@ Christian monuments . Conversely , the archaeologist John Alexander — who excavated Chestnuts — suggested that the Medway tombs were destroyed by robbers seeking to locate treasure within them . As evidence , he pointed to the Close Roll of 1237 , which ordered the opening of barrows on the Isle of Wight in search for treasure , a practice which may have spread to Kent around the same time . Alexander believed that the destruction n Kent may have been brought about by a special commissioner , highlighting that the "" expertness and thoroughness of the robbery "" at Chestnuts would have necessitated resources beyond that which a local community could likely produce . Ashbee further suggested that in subsequent centuries , locals raided the damaged Coldrum tomb for loamy chalk and stone , which was then re @-@ used as building material .",214
wt_2849,"An international conference that the Government of Pondicherry and the Italian Ministry of Foreign Affairs held in October 2004 decided to investigate the Arikamedu site jointly for conservation , as its ancient commercial link with the Romans has been established . During this conference , the Government of Pondicherry also decided to propose the site for status as a World Heritage Site of UNESCO . The Archaeological Survey of India also proposed the site for UNESCO Cultural Heritage Site status , under the title Silk Road Sites in India .",90
wt_2850,"Cognates of the name "" Allāh "" exist in other Semitic languages , including Hebrew and Aramaic . The corresponding Aramaic form is Elah ( אלה ) , but its emphatic state is Elaha ( אלהא ) . It is written as ܐܠܗܐ ( ʼĔlāhā ) in Biblical Aramaic and ܐܲܠܵܗܵܐ ( ʼAlâhâ ) in Syriac as used by the Assyrian Church , both meaning simply "" God "" . Biblical Hebrew mostly uses the plural ( but functional singular ) form Elohim ( אלהים ) , but more rarely it also uses the singular form Eloah ( אלוהּ ) . In the Sikh scripture of Guru Granth Sahib , the term Allah ( Punjabi : ਅਲਹੁ , translit . ਅਲਾਹ ) is used 37 times .",127
wt_2851,"However , Georgiev and Kolev 's pessimistic assessment of 6.Bg5 has since been called into question , as White succeeded with 10.e5 ( another critical line ) in several later high @-@ level games . GM Zaven Andriasyan wrote in 2013 that after 10.f5 , "" a forced draw results "" , but that after 10.e5 , "" we reach a very sharp position , with mutual chances . """,70
wt_2852,"Most sectors of GA for which data are available have experienced growth in aircraft numbers and hours flown over the last two decades . The lighter end of the GA spectrum : microlights , amateur built , and airships and balloons , have in particular shown strong growth , although the last of these activities was severely curtailed during the foot @-@ and @-@ mouth outbreak in 2001 , when access to farmland was denied . After strong growth in the late 1980s , traditional flying has shown a slight decline recently , reflecting a move amongst recreational flyers towards microlight aircraft , and increased numbers of foreign @-@ registered aircraft . Recreational helicopter usage has grown primarily due to the introduction of smaller and cheaper aircraft . Glider activity has remained relatively static , although there has been a gradual increase in the number of self @-@ launching motor gliders .",152
wt_2853,"Centennial Park was opened on Dominion Day in 1967 , as part of Canada 's centenary celebrations . The City of Sarnia decided in 2013 to close much of Centennial Park , after the discovery of toxic lead and asbestos in the soil .",44
wt_2854,"The diamond stingray ( Dasyatis dipterura ) is a species of stingray in the family Dasyatidae . It is found in the coastal waters of the eastern Pacific Ocean from southern California to northern Chile , and around the Galápagos and Hawaiian Islands . This bottom @-@ dweller generally inhabits sandy or muddy flats near rocky reefs and kelp forests , to a depth of 30 m ( 98 ft ) , though off Hawaii it may range considerably deeper . As its common name suggests , this species has an angular , diamond @-@ shaped pectoral fin disc that is plain brown or gray above , with rows of tubercles along the midline and on the "" shoulders "" . The long , whip @-@ like tail has both dorsal and ventral fin folds , which distinguish this ray from the closely similar longtail stingray ( D. longa ) . It typically grows to 1 m ( 3 @.@ 3 ft ) across .",165
wt_2855,"The noisy miner breeds all year long , with most activity from July through November , though the peak period is subject to seasonal variations with sharp peaks in laying activity when conditions are particularly favourable for raising young . The nest is built in prickly or leafy trees , and the noisy miner is often recorded nesting in eucalypts , and also in wattles , Araucaria , Banksia , Bursaria , Hibiscus , mistletoe , Melaleuca , Pittosporum , Schinus and jacaranda . It seems to prefer moderately dense foliage for nesting , often near the end of drooping horizontal branches . Support for the nest may be the primary criterion of a suitable nest site , rather than characteristics of the vegetation or location . The female alone builds the nest , which is deep and cup @-@ shaped , woven of twigs and grasses with other plant material , animal hair and spider webs . Occasionally the nest will include man @-@ made materials such as twine , scraps of material , and tissue paper . It is lined with wool , hair , feathers , flowers or plant down , and padded with a circular mat woven from fibres pulled from the cocoons of the processional caterpillar . The female noisy miner walks around on the ground close to the nest site , picking up material . She gathers material from disused nests of other birds , or dismantles its most recent nest to build a new one . The female completes the nest in five or six days . On average nests have an external diameter of 15 – 17 @.@ 8 centimetres ( 5 @.@ 9 – 7 @.@ 0 in ) and an external depth of 9 – 11 @.@ 4 centimetres ( 3 @.@ 5 – 4 @.@ 5 in ) . The internal depth of the nest is around 5 @.@ 5 centimetres ( 2 @.@ 2 in ) .",329
wt_2856,"Alongside Barre , the Supreme Revolutionary Council ( SRC ) that assumed power after President Sharmarke 's assassination was led by Lieutenant Colonel Salaad Gabeyre Kediye and Chief of Police Jama Korshel . Kediye officially held the title of "" Father of the Revolution , "" and Barre shortly afterwards became the head of the SRC . The SRC subsequently renamed the country the Somali Democratic Republic , arrested members of the former civilian government , banned political parties , dissolved the parliament and the Supreme Court , and suspended the constitution .",93
